Unique_ID,Researcher,Name of Document,Issuer,Date of Issue,URL,Sector,Sector_Override,Country,Matched_PDF,Confirmed_Match,Citation_Label,Citation_Source,Normalized Principles,Normalized Values,Disvalue_Flag,Notes,Likely_File_Match
DOC_237,Hinrichs,Sikh Contributions to AI Ethics,Sikh,2024.0,https://www.sikhnet.com/news/ai-and-sikhism%C2%A0?form=MG0AV3&form=MG0AV3,Religion,rel,India,,No,"Sikh, 2024",https://www.sikhnet.com/news/ai-and-sikhism%C2%A0?form=MG0AV3&form=MG0AV3,"Equality, truth, seva (selfless service), community and inclusivity, environment stewardship",,,,No
DOC_238,Hinrichs,Singapore Model AI Governance Framework,Personal Data Protection Commission SIngapore,2019.0,,Government,gov,Singapore,,No,"Personal Data Protection Commission SIngapore, 2019",https://www.pdpc.gov.sg/help-and-resources/2020/01/model-ai-governance-framework,"Transparency, explainability, repeatability/reproducibility, safety, security, robustness, fairness, data governance, accountability, human agency and oversight, inclusive growth, societal and environmental well-being.",,,,No
DOC_239,Hinrichs,Singapore's Approach to AI Governance,Personal Data Protection Commission Singapore,2020.0,,Government,gov,Singapore,,No,"Personal Data Protection Commission Singapore, 2020",https://www.pdpc.gov.sg/help-and-resources/2020/01/model-ai-governance-framework,"transparency, explainability, repeatability/reproducibility, safety, security, robustness, fairness, data governance, accountability, human agency and oversight, inclusive growth, societal and environmental well-being",,,,No
DOC_240,Hinrichs,Smart Dubai AI Ethics Principles and Guidelines,Smart Dubai,2019.0,https://www.digitaldubai.ae/pdfviewer/web/viewer.html?file=https://www.digitaldubai.ae/docs/default-source/ai-principles-resources/ai-ethics.pdf?sfvrsn=d4184f8d_6,Government,gov,UAE,,No,"Smart Dubai, 2019",Smart Dubai 2019,"Principles: Fairness, transparency, accountability, explainability, safety, security, human values, inclusiveness​
"," Ethical responsibility, societal trust, inclusivity, human-centric development, global collaboration",,,No
DOC_241,Harvard,Smart Dubai Initiative,Smart Dubai Office,2014.0,https://u.ae/en/about-the-uae/strategies-initiatives-and-awards/strategies-plans-and-visions/strategies-plans-and-visions-untill-2021/smart-dubai-2021-strategy,Government,gov,UAE,,No,"Smart Dubai Office, 2014",Smart Dubai 2014,"Principles: Seamless (integrated services), efficient (optimized resource use), safe (risk anticipation and protection), personalized (enriched experiences); "," Customer happiness, economic growth, resource and infrastructure resilience",,,No
DOC_242,Jobin,Sony Group AI Ethics Guidelines,Sony,2018.0,,Business,ind,Japan,,No,"Sony, 2018",https://www.sony.com/en/SonyInfo/sony_ai/responsible_ai.html?form=MG0AV3,"Principles: Fairness, diversity, transparency, explainability, safety, security, privacy, respect for human rights, stakeholder engagement, accountability, ethical AI development, and use. ​
"," Fairness, diversity, transparency, safety, privacy, human rights, accountability, ethical responsibility.",,,No
DOC_243,Hinrichs,Sony Group AI Ethics Guidelines,Sony Group,2025.0,https://oecd.ai/en/catalogue/tools/sony-group-ai-ethics-guidelines?form=MG0AV3,Industry,ind,Japan,,No,"Sony Group, 2025",Sony Group AI Ethics Guidelines,"Principles: fairness, privacy, data governance, transparency; "," fairness, privacy, transparency, accountability",,,No
DOC_244,Hinrichs,South Korea's AI Framework Act,Korean Information Society Development Institute (KISDI),2024.0,,Government,gov,South Korea,,No,"Korean Information Society Development Institute (KISDI), 2024"," https://ai.kisdi.re.kr/eng/main/contents.do?menuNo=500011.
https://iapp.org/news/a/analyzing-south-korea-s-framework-act-on-the-development-of-ai.","Principles: Fairness, transparency, explainability, robustness, security, safety, accountability. "," Inclusive growth, sustainable development, well-being, human-centered values.",,,No
DOC_245,Hinrichs,Stanford University HAI (SH),Stanford University,2025.0,,Academia,aca,USA,,No,"Stanford University, 2025","https://news.stanford.edu/stories/2025/01/report-outlines-stanford-principles-for-use-of-ai?form=MG0AV3
https://provost.stanford.edu/2025/01/09/report-of-the-ai-at-stanford-advisory-committee/
https://events.stanford.edu/event/ai-governance-at-a-turning-point-new-realities-post-ai-action-summit?form=MG0AV3
https://ethicsinsociety.stanford.edu/tech-ethics/career-pathways-professional-development/ethics-technology-and-public-policy-for-practitioners?form=MG0AV3
https://fsi9-prod.s3.us-west-1.amazonaws.com/s3fs-public/2024-10/GenAI_Report_REV_ExecutiveSummary%20as%20of%20Oct%2025%202024.pdf
","Principles: Human-centered AI, ethical considerations, transparency, accountability, safety, inclusivity, interdisciplinary collaboration, continuous evaluation.​
"," Human well-being, responsibility, trust, fairness, diversity, innovation.",,,No
DOC_246,Jobin,Statement on Algorithmic Transparency and Accountability,Association for Computing Machinery (ACM),2017.0,,Academia,aca,USA,,No,"Association for Computing Machinery (ACM), 2017",https://www.acm.org/binaries/content/assets/public-policy/2017_usacm_statement_algorithms.pdf?form=MG0AV3,"Principles: Awareness, access and redress, accountability, explanation, data provenance, auditability, validation and testing. ​
"," Fairness, transparency, responsibility, inclusivity, trust.",,,No
DOC_247,Floridi,"Statement on Artificial Intelligence, Robotics, and 'Autonomous' Systems​",European Group on Ethics in Science and New Technologies (EGE),2018.0,https://op.europa.eu/en/publication-detail/-/publication/dfebe62e-4ce9-11e8-be1d-01aa75ed71a1?form=MG0AV3,Government,gov,EU,,No,"European Group on Ethics in Science and New Technologies (EGE), 2018","AI, Robotics Autonomous Systems","Principles: human dignity, autonomy, responsibility, justice, equality, non-discrimination, privacy, safety, transparency, accountability, democracy, rule of law; "," human rights, ethical responsibility, fairness, security, societal well-being",,,No
DOC_248,Hinrichs,Strategic Program on Artificial Intelligence,"Ministry of Education, University and Research, the Ministry of Economic Development and the Minister of Technological Innovation and Digital Transition",2024.0,https://www.aiia-ai.org/col.jsp?id=200,Government,gov,Italy,,No,"Ministry of Education, University and Research, the Ministry of Economic Development and the Minister of Technological Innovation and Digital Transition, 2024",Italy  AI Strategy,"Principles: Human-centered AI, trustworthiness, sustainability, research and innovation, AI regulation, AI governance, public-private collaboration, security, digital transformation; "," Economic growth, public trust, digital inclusion, ethical AI adoption, knowledge-sharing, responsible AI deployment",,,No
DOC_249,Hinrichs,"Summary of the Brazilian Artificial Intelligence Strategy (EBIA)
Issuer: Ministry of Science, Technology, and Innovations (MCTI)","Minister of Science, Technology, Innovation and Communications (MCTIC)",2021.0,https://www.aiia-ai.org/col.jsp?id=200,Government,gov,Brazil,,No,"Minister of Science, Technology, Innovation and Communications (MCTIC), 2021",Brazil National AI Strategy,"Principles: Inclusive growth, sustainability, well-being, rule of law, human rights, democratic values, transparency, security, accountability, fairness, AI governance, ethical use, international cooperation; "," Social equity, digital inclusion, innovation, workforce development, public trust, economic growth, national competitiveness",,,No
DOC_250,Hinrichs,Sweden to Lead AI Cooperation in Nordic-Baltic Region,Government Offices of Sweden,2018.0,https://www.government.se/press-releases/2018/05/sweden-to-lead-ai-cooperation-in-nordic-baltic-region/?form=MG0AV3,Government,gov,Sweden,,No,"Government Offices of Sweden, 2018",Sweden to Lead AI Cooperation in Nordic-Baltic Region,"Principles: Fairness and inclusion, robustness and safety, privacy and security, transparency, accountability, ethical development, user empowerment, environmental sustainability; "," Trust, responsibility, innovation, respect, inclusivity, sustainability​",,,No
DOC_251,Harvard,Telefónica's Artificial Intelligence Principles,Telefónica,2018.0,https://www.telefonica.com/wp-content/uploads/sites/7/2021/11/principios-ai-eng-2018.pdf,Industry,ind,Spain,,No,"Telefónica, 2018",Telefonica's AI Principles,"Principles: Fairness, transparency and explainability, human-centric, privacy and security by design. "," Fairness, transparency, human-centricity, privacy, security.",,,No
DOC_252,Harvard,Tencent's Responsible AI Principles,Tencent Holdings Ltd.,2018.0,https://cloud.tencent.com/developer/news/411837?form=MG0AV3,Industry,ind,China,,No,"Tencent Holdings Ltd., 2018",Tencent's Responsible AI Principles,"Principles: fairness, transparency, accountability, security, inclusiveness, sustainability; "," ethical responsibility, societal trust, innovation, collaboration, environmental stewardship",,,No
DOC_253,Hinrichs,Tesla’s AI Safety and Transparency Policies,Tesla,2022.0,,Industy,ind,USA,,No,"Tesla, 2022","https://www.tesla.com/legal/additional-resources?form=MG0AV3
https://www.forbes.com/sites/lanceeliot/2022/10/02/five-key-ways-that-ai-ethics-and-ai-laws-reveal-troubling-concerns-for-teslas-ai-day-showcase-and-the-ever-expanding-ai-ambitions-of-elon-musk/?form=MG0AV3
https://montrealethics.ai/applying-the-taii-framework-on-tesla-bot/?form=MG0AV3
","Principles: Safety and reliability, transparency, accountability, privacy, fairness.
"," Innovation, trust, responsibility, security, ethical AI development.",,,No
DOC_254,Hinrichs,The DOL publishes best practices that employers can follow to decrease the legal risks associated with using AI in employment decisions,K&L Gates Endowment for Ethics and Computational Technologies,2024.0,,Business,ind,USA,,No,"K&L Gates Endowment for Ethics and Computational Technologies, 2024",https://www.klgates.com/The-DOL-Publishes-Best-Practices-That-Employers-Can-Follow-to-Decrease-the-Legal-Risks-Associated-With-Using-AI-in-Employment-Decisions?form=MG0AV3,"Principles: Worker empowerment, ethical AI development, governance, human oversight, transparency, protection of rights, training, data security.​
littler.com
+6
bakerbotts.com
"," Fairness, accountability, inclusivity, privacy, safety.",,,No
DOC_255,Hinrichs,The Ethical and Moral Implications of Artificial Intelligence,Allistene (Cerna Ethics Commission on Digital Technology and AI),2018.0,https://hal.science/ALLISTENE-CERNA/hal-01724307v1,NGO,ngo,France,,No,"Allistene (Cerna Ethics Commission on Digital Technology and AI), 2018",The Ethical and Moral Implications of Artificial Intelligence,Principles and ," addressing the moral and ethical implications of AI; establishing robust regulatory and governance frameworks; tackling technological challenges and leveraging opportunities; fostering ethical AI design; promoting international cooperation on AI standards to ensure fairness, accountability, and shared global benefits",,,No
DOC_256,Hinrichs,The Ethics of Advanced AI Assistants,Google DeepMind,2024.0,https://deepmind.google/discover/blog/the-ethics-of-advanced-ai-assistants/,Industry,ind,USA,,No,"Google DeepMind, 2024",The Ethics of Advanced AI Assisstants,"Principles: safety, fairness, transparency, value alignment, risk mitigation, minimization of harm, addressing misuse and misinformation, ethical integration into society; "," trust, ethical responsibility, inclusivity, safety, proactive governance",,,No
DOC_257,Hinrichs,The Future of Work and Education for the Digital Age,Think20 (T20) Japan,2019.0,../../../../9AD3713C28CF9263/Desktop/PhD/BOOK/CyberEd%20in%20a%20Box%20Use%20of%20AI%20Policy.docx,Academia,aca,Japan,,No,"Think20 (T20) Japan, 2019",The Future of Work and Education for the Digital Age,"Principles: inclusivity, equal opportunity, lifelong learning, financial literacy, data security; "," societal well-being, ethical responsibility, adaptability, collaboration, innovation",,,No
DOC_258,Hinrichs,The global landscape of AI ethics guidelines,"Nature Machine Intelligence​, Jobin",2019.0,https://www.nature.com/articles/s42256-019-0088-2,Academia,aca,USA,,No,"Nature Machine Intelligence​, Jobin, 2019",Jobin's Global Landscape of AI Ethics Guidelines,"Principles: Transparency, justice and fairness, non-maleficence, responsibility, privacy.​
nature.com
"," Trust, accountability, equity, ethical responsibility, safety.",,,No
DOC_259,Hinrichs,The Heart and the Chip: Our Bright Future with Robots,Daniela Rus and Gregory Mone,2024.0,https://www.amazon.com/Heart-Chip-Bright-Future-Robots/dp/1324050233,Academia,aca,USA,,No,"Daniela Rus and Gregory Mone, 2024",Heart and the Chip,"Principles: human-centric design, ethical deployment, transparency, inclusivity, sustainability; "," innovation, societal well-being, ethical responsibility, adaptability",,,No
DOC_260,Jobin,The Montréal Declaration for a Responsible Development of Artificial Intelligence,Université de Montréal,2018.0,,Academic,aca,Canada,,No,"Université de Montréal, 2018",https://montrealdeclaration-responsibleai.com/the-declaration?utm_source=chatgpt.com,"Principles: well-being, respect for autonomy, protection of privacy and intimacy, solidarity, democratic participation, equity, diversity and inclusion, prudence, responsibility, sustainable development "," ethical responsibility, inclusivity, fairness, trust",,,No
DOC_261,Hinrichs,The New York Times Embraces AI,New York Times,2025.0,https://theaitrack.com/the-new-york-times-ai-tools-echo-newsroom/?form=MG0AV3,Industry,ind,USA,,No,"New York Times, 2025",Integration of AI Tools in Newsroom,"Principles: Efficiency, human oversight, ethical use, transparency, editorial integrity, accuracy. "," Trust, journalistic responsibility, innovation, transparency, human judgment.",,,No
DOC_262,Hinrichs,The role of artificial intelligence in predicting human rights violations,OpenGlobalRights,2024.0,https://www.openglobalrights.org/the-role-of-ai-in-predicting-human-rights-violations/?form=MG0AV3,Government,gov,USA,,No,"OpenGlobalRights, 2024",Role of AI in Predicting Human Rights,"Principles: Pattern recognition, predictive modeling, real-time monitoring, bias mitigation, privacy protection, accountability.

"," Human rights, fairness, trust, ethical responsibility, transparency, security.",,,No
DOC_263,Harvard,The Toronto Declaration: Protecting the Rights to Equality and Non-Discrimination in Machine Learning Systems,Amnesty International and Access Now,2018.0,https://www.amnesty.org/en/documents/pol30/8447/2018/en/?form=MG0AV3,Government,gov,International,,No,"Amnesty International and Access Now, 2018",Amnesty International AI Principles,"Principles: Equality, non-discrimination, inclusion, diversity, equity, accountability, transparency, privacy and data protection, access to effective remedy, human rights protection; "," Inclusivity, innovation, transparency, accountability, ethical responsibility",,,No
DOC_264,Jobin,There is a blind spot in AI Research,"Google Deep Minds
Crawford and Calo Article",2016.0,,"Research
Business",aca,USA,,No,"Google Deep Minds
Crawford and Calo Article, 2016",https://www.nature.com/articles/538311a,"social-systems analysis, ethical design frameworks, AI bias and discrimination, social responsibility",,,,No
DOC_265,Jobin,Tieto’s AI Ethics Guidelines,Tieto,2019.0,,Business,ind,Finland,,No,"Tieto, 2019",https://www.tietoevry.com/en/newsroom/all-news-and-releases/press-releases/2018/10/tieto-strengthens-commitment-to-ethical-use-of-ai/?form=MG0AV3,"Responsibility, human rights, fairness and equality, safety and security, transparency",,,,No
DOC_266,Jobin,Top 10 Principles for Ethical Artificial Intelligence,UNI Global Union,2017.0,,International Organization,ind,Switzerland,,No,"UNI Global Union, 2017",https://unesdoc.unesco.org/ark:/48223/pf0000253952?form=MG0AV3,"Principles: Human dignity, human rights, fundamental freedoms, benefit and harm, autonomy, justice, responsibility.​

"," Human dignity, human rights, fundamental freedoms, well-being, autonomy, justice, responsibility.",,,No
DOC_267,Jobin,Toronto Declaration: Protecting the Right to Equality and Non-discrimination in Machine Learning Systems,Access Now; Amnesty International,2018.0,,NGO,ngo,Canada,,No,"Access Now; Amnesty International, 2018",https://www.accessnow.org/press-release/the-toronto-declaration-protecting-the-rights-to-equality-and-non-discrimination-in-machine-learning-systems/?form=MG0AV3,"Principles: Equality, non-discrimination, transparency, accountability, human rights due diligence, effective remedy, inclusivity, diversity, equity.​
"," Equality, non-discrimination, human rights, inclusivity, diversity, equity.​",,,No
DOC_268,Hinrichs,Towards an AI Strategy n Mexico: Harnessing the AI Revolution,"British Embassy in Mexico, Oxford Insights, C Minds",2018.0,https://www.aiia-ai.org/col.jsp?id=200,NGO,ngo,Mexico,,No,"British Embassy in Mexico, Oxford Insights, C Minds, 2018",Russian  AI Strategy,"Principles: Transparency, innovation, digital inclusion, AI governance, security, public trust, ethical AI, economic development, workforce adaptation, sustainability; "," Social impact, responsible AI deployment, economic growth, competitiveness, knowledge sharing, inclusivity",,,No
DOC_269,Hinrichs,"Translation: Artificial Intelligence Law, Model Law v.1.0 (Expert Suggestion Draft)",Digichina,2023.0,https://digichina.stanford.edu/work/translation-artificial-intelligence-law-model-law-v-1-0-expert-suggestion-draft-aug-2023/,Academia,aca,USA,,No,"Digichina, 2023",AI Law Model Law vs. 1.0,"Principles: People-centered development, safety and security, openness and transparency, accountability, fairness and equality, environmental sustainability, promotion of innovation, international cooperation.​
"," Human welfare, ethical responsibility, inclusivity, trust, ecological preservation, global collaboration.",,,No
DOC_270,Hinrichs,Trusthworthy AI,nVidia,2025.0,,Business,ind,Taiwan,,No,"nVidia, 2025",https://www.nvidia.com/en-us/ai-data-science/trustworthy-ai/?form=MG0AV3,"Privacy, safety and security, transparency, nondiscrimination",,,,No
DOC_271,Hinrichs,Trustworthy AI Framework,"Department of Veterans Affairs (VA), United States",2023.0,https://department.va.gov/ai/wp-content/uploads/sites/14/2023/09/trustworth-framework.pdf?utm_source=chatgpt.com,Government,gov,USA,,No,"Department of Veterans Affairs (VA), United States, 2023",Trustworthy AI Framework,"Principles: purposeful, effective and safe, secure and private, fair and equitable, transparent and explainable, accountable and monitored; "," trust, responsibility, transparency, equity, safety",,,No
DOC_272,Hinrichs,Infer AI Ethics Posture at X (as of 2025),Perplexity Generated by author,2025.0,https://metricool.com/x-twitter-new-ai-training-policy-controversy/,Industy,ind,USA,Inferred AI Ethics Posture at X (as of 2025).pdf,Yes,"X, 2021","https://blog.x.com/en_us/topics/company/2021/introducing-responsible-machine-learning-initiative
https://stemeducationjournal.springeropen.com/articles/10.1186/s40594-025-00527-5?form=MG0AV3
https://www.emerald.com/insight/content/doi/10.1108/jrim-05-2024-0237/full/html?form=MG0AV3
https://epjdatascience.springeropen.com/articles/10.1140/epjds/s13688-023-00445-y?form=MG0AV3","rinciples: Responsible algorithmic decisions, equity and fairness, transparency, user agency, ethical AI education, public perception analysis.
"," Accountability, inclusivity, trust, empowerment, ethical responsibility.",,,No
DOC_273,Hinrichs,UAE’s National AI Strategy 2031,His Highness Sheikh Mohammed bin Rashid Al Maktoum Vice President and Prime Minister of the UAE and Ruler of Dubai,2017.0,https://ai.gov.ae/wp-content/uploads/2021/07/UAE-National-Strategy-for-Artificial-Intelligence-2031.pdf,Government,gov,UAE,UAE-National-Strategy-for-Artificial-Intelligence-2031.pdf,Yes,"His Highness Sheikh Mohammed bin Rashid Al Maktoum Vice President and Prime Minister of the UAE and Ruler of Dubai, 2017","https://preprodafd-staticcdn.mbzuai.ac.ae/mbzuaiwpdev01/2022/07/UAE-National-Strategy-for-Artificial-Intelligence-2031.pdf?form=MG0AV3
https://ai.gov.ae/strategy/?form=MG0AV3
","Principles: Innovation, collaboration, competitiveness, talent development, data infrastructure, governance.​
"," Economic growth, technological leadership, human capital development, data-driven decision-making, ethical oversight.",,,No
DOC_274,Hinrichs,Ethical and Mehodological Considerations of Twitter Data for Public Health Research: Systematic Review,Journal of Medical Internet Research,2022.0,https://www.jmir.org/2022/11/e40380/PDF,,,,Twitter Medical Research Values.pdf,Yes,,,,,,,No
DOC_275,Jobin,"Unified Ethical Frame for Big Data Analysis. IAF Big Data Ethics Initiative, Part A",The Information Accountability Foundation,2014.0,https://bigdata.fpf.org/wp-content/uploads/2015/11/IAF-Unified-Ethical-Frame-for-Big-Data-Analysis.pdf,Academia,aca,USA,IAF-Unified-Ethical-Frame-for-Big-Data-Analysis.pdf,Yes,"The Information Accountability Foundation, 2014","https://bigdata.fpf.org/wp-content/uploads/2015/11/IAF-Unified-Ethical-Frame-for-Big-Data-Analysis.pdf?form=MG0AV3
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2510934&form=MG0AV3","Principles: Beneficial use, progressive development, sustainability, fairness, accountability, transparency.​
"," Innovation, responsibility, trust, inclusivity, ethical governance.",,,No
DOC_276,Jobin,Universal Guidelines for Artificial Intelligence,Center for AI and Digital Policy,2018.0,https://www.caidp.org/universal-guidelines-for-ai/,International Organization,ind,USA,Universal Guidelines for AI.pdf,Yes,"The Public Voice, 2018",https://www.caidp.org/universal-guidelines-for-ai/?form=MG0AV3,"Principles: Transparency, right to human determination, identification obligation, assessment and accountability obligation, public safety obligation, cybersecurity obligation, prohibition on secret profiling, fairness obligation, accuracy, reliability, and validity obligations, data quality obligation, public disclosure obligation, termination obligation.​
"," Human rights, privacy, fairness, accountability, transparency, safety, security.",,,No
DOC_277,Hinrichs,Eight AI Ethics Principles,UNESCO,2021.0,https://digitallibrary.un.org/record/4062376?v=pdf&ln=en#files,Academia,aca,International Organization,Recommendation on the Ethics of Artificial Intelligence.pdf,Yes,UNESCO Eight,https://www.sydney.edu.au/engineering/our-research/data-science-and-computer-engineering/sydney-artificial-intelligence-centre.html,"advancing AI research, developing efficient AI models, addressing complex challenges, creating high-impact outcomes",,,,No
DOC_278,Hinrichs,University of Toronto AI Research Initiatives,University of Toronto,2025.0,https://educational-innovation.sydney.edu.au/teaching@sydney/rules-access-familiarity-and-trust-a-practical-approach-to-addressing-generative-ai-in-education/,Academia,aca,Canada,University of Australias Submission to Gov Call for AI,Yes,"University of Toronto, 2025",University of Toronto AI Research Initiatives,"Principles: fairness, accountability, transparency, privacy, human-centered AI, robustness, safety; "," ethical responsibility, societal trust, innovation, human-centric development",,,No
DOC_279,Hinrichs,Updating Unity's guiding principles for ethical AI,Unity Technologies,2023.0,https://unity.com/blog/engine-platform/updating-unitys-guiding-principles-for-ethical-ai,Industry,ind,USA,Updating Unity's guiding principles for ethical AI.pdf,Yes,"Unity Technologies, 2023",https://unity.com/blog/engine-platform/updating-unitys-guiding-principles-for-ethical-ai?form=MG0AV3,"Principles: Transparency, accountability, fairness, privacy, safety, inclusivity.​
"," Trust, ethical responsibility, respect, diversity, innovation.",,,No
DOC_280,Floridi,Values for the Future: The Role of Ethics in European and Global Governance,European Group on Ethics in Science and New Technologies (EGE),2021.0,https://www.sls.se/globalassets/sls/etik/dokument/egestatementvaluesforthefuture2021.pdf,Government,gov,EU,valuesforthefuture2021.pdf,Yes,"European Group on Ethics in Science and New Technologies (EGE), 2021",EGE Statements,"Principles: human-centered approach, inclusive deliberation, ethical considerations, proactive ethics, participatory governance, shared egalitarian future, democratic principles, justice, solidarity, defending democracy, combating socio-economic injustices; "," European identity, ethical standards, societal values, fundamental rights",,,No
DOC_281,Hinrichs,Web Summit 2024,Web Summit in Lisbon,2024.0,https://novable.com/event-takeaways-web-summit-2024/,Business,ind,EU,Web Summit 2024 AI and Data Ethics Review.pdf,Yes,"Web Summit in Lisbon, 2024",https://websummit.com/blog/news/web-summit-2024-hosts-sold-out-event-with-record-breaking-71528-attendees,"Principles: artificial intelligence advancements, humanoid robotics, sustainability, ethical AI, automation, renewable energy, digital transformation, technological innovation, environmental responsibility, workforce adaptation "," innovation, ethical responsibility, environmental stewardship, societal progress",,,No
DOC_282,Hinrichs,What Buddhism Can Do for AI Ethics,MIT Technology Review,2021.0,https://www.technologyreview.com/2021/01/06/1015779/what-buddhism-can-do-ai-ethics,Academia,aca,China,What Buddhism Can Do for AI Ethics.pdf,Yes,"MIT Technology Review, 2021",What Buddhism Can Do for AI Ethics,"Principles: nonviolence, alleviation of suffering, interdependence, mindfulness, ethical intent; "," compassion, ethical responsibility, societal well-being, harmony",,,No
DOC_283,Hinrichs,What is AI Ethics,IBM,2024.0,https://www.ibm.com/think/topics/ai-ethics,Business,ind,USA,What is AI Ethics IBM,Yes,"IBM, 2024","https://www.ibm.com/policy/trust-principles/?form=MG0AV3
https://www.ibm.com/think/topics/ai-ethics","IBM AI principles, data ownership, transparency and explainability, explainability, fairness, robustness, privacy, AI Ethics Board, trustworthy AI, augmenting human intelligence",,,,No
DOC_284,Hinrichs,Blueprint for an AI Bill of Rights Making Automated Systems Work for the American People,Office of Science and Technology Policy,2022.0,https://marketingstorageragrs.blob.core.windows.net/webfiles/Blueprint-for-an-AI-Bill-of-Rights.pdf,Government,gov,USA,Blueprint-for-an-AI-Bill-of-Rights.pdf,Yes,"White House, 2022","https://bidenwhitehouse.archives.gov/ostp/ai-bill-of-rights/?form=MG0AV3
https://data.aclum.org/wp-content/uploads/2025/01/OSTP_www_whitehouse_gov_ostp_ai-bill-of-rights.pdf?form=MG0AV3","Principles: Safety, effectiveness, non-discrimination, data privacy, transparency, human oversight.
"," Civil rights, privacy, equity, accountability, trust.",,,No
DOC_285,Jobin,How to Prevent Discriminatory Outcomes in Machine Learning,"World Economic Forum WEF, Global Future Council on Human Rights 2016-2018",2018.0,https://www3.weforum.org/docs/WEF_40065_White_Paper_How_to_Prevent_Discriminatory_Outcomes_in_Machine_Learning.pdf,International Organization,ind,International Organization,How_to_Prevent_Discriminatory_Outcomes_in_Machine_Learning.pdf,Yes,"WEF, Global Future Council on Human Rights 2016-2018, 2018",https://www3.weforum.org/docs/WEF_40065_White_Paper_How_to_Prevent_Discriminatory_Outcomes_in_Machine_Learning.pdf?form=MG0AV3,"Principles: Active inclusion, fairness, right to understanding, access to redress.​
"," Equality, non-discrimination, transparency, accountability, human rights.",,,No
DOC_286,Jobin,"Work in the Age of Artificial Intelligence. Four Perspectives on the Economy, Employment, Skills and Ethics",Ministry of Economic Affairs and Employment,2018.0,https://julkaisut.valtioneuvosto.fi/bitstream/handle/10024/160980/TEMjul_21_2018_Work_in_the_age.pdf,Government,gov,Finland,TEMjul_21_2018_Work_in_the_age.pdf,Yes,"Ministry of Economic Affairs and Employment, 2018",https://julkaisut.valtioneuvosto.fi/handle/10024/160980?form=MG0AV3,"Human-centricity, transparency, fairness, responsibility, safety and security",,,,No
DOC_287,Hinrichs,World Council of Churches’ AI Ethics Statement,The World Council of Churches,2021.0,https://waccglobal.org/wp-content/uploads/2022/11/Digital-Justice-DIGITAL-compressed.pdf,Religion,rel,Switzerland,Digital-Justice-DIGITAL-compressed.pdf,Yes,"The World Council of Churches, 2021",https://oikoumene.org/resources/documents/statement-on-the-unregulated-development-of-artificial-intelligence?form=MG0AV3,,"
Human identity and uniqueness, ethical responsibility, global equality, human dignity, justice, accountability, environmental sustainability, social cohesion, peace

Principles:
Precautionary regulation, fairness and non-discrimination, transparency, accountability frameworks, international cooperation, UN engagement, ecumenical collaboration, theological reflection on AI ethics",,,No
DOC_288,Hinrichs,Global Partnership on Artificial Intelligence,New Dehli Declaration,2024.0,https://ecs.wgtn.ac.nz/Groups/AI_and_Society/?form=MG0AV3,,ind,New Zealand,gpai-new-delhi-declaration-2024 (1).pdf,Yes,"Unknown, n.d.",https://indiabioscience.org/news/2023/ethics-innovation-and-global-collaboration-takeaways-from-dialogue-2023,,,,,No
DOC_289,Hinrichs,Social Media Governance Project,Global Partnership on Artificial Intelligence,2024.0,https://gpai.ai/projects/responsible-ai/social-media-governance/,,,,social-media-governance project_summary-of-work-in-2024.pdf,Yes,,,,,,,No
DOC_290,Hinrichs,Promising Topics for U.S.–China Dialogues on AI Risks and Governance,Alibaba AI Governance Research Center ,2025.0,https://arxiv.org/pdf/2505.07468,,,China,Promising Topics for U.S. - China Dialogues on AI Risks and Governance,Yes,,,,,,,No
DOC_291,Hinrichs,Alibaba’s CTO On Everything You Wanted To Know About AI Ethics,Alibaba,2022.0,https://www.alibabacloud.com/blog/alibaba%E2%80%99s-cto-on-everything-you-wanted-to-know-about-ai-ethics_599364,,,China,Alibaba’s CTO On Everything You Wanted To Know About AI Ethics,Yes,,,,,,,No
DOC_292,Hinrichs,The Moral Scientist,Indian Institute of Science (IISc),2022.0,https://connect.iisc.ac.in/2021/09/the-moral-scientist/,,,India,The Moral Scientist,Yes,,,,,,,No
DOC_293,Hinrichs,Finland’s Age of Artificial Intelligence,Publications of the Ministry of Economic Affairs and Employment  Ministry,2017.0,https://julkaisut.valtioneuvosto.fi/bitstream/handle/10024/160391/TEMrap_47_2017_verkkojulkaisu.pdf?sequence=1&isAllowed=y,,,Finland,Finland’s Age of Artificial Intelligence Turning Finland into a leading country in the application of artificial intelligence Objective and recommendations for measures,Yes,,,,,,,No
DOC_294,Hinrichs,Artificial Intelligence Ethics: An Inclusive Global Discourse?,"Trinity College, Dubln, Ireland",2021.0,https://arxiv.org/pdf/2108.09959,,,Ireland,Artificial Intelligence Ethics an Inclusive Global Discours.pdf ,Yes,,,,,,,No
DOC_295,Hinrichs,The Belmont Report,Office of the Secretary Ethical Principles and Guidelines for the Protection of Human Subjects of Research The National Commission for the Protection of Human Subjects of Biomedical and Behavioral Research,1979.0,https://www.hhs.gov/ohrp/sites/default/files/the-belmont-report-508c_FINAL.pdf,,,,the-belmont-report-508c_FINAL.pdf,Yes,,,,,,,No
DOC_296,Hinrichs,AI governance for the enterprise,IBM watsonx.governance,2022.0,ibm-ai-governance-ebook.pdf,,,USA,ibm-ai-governance-ebook.pdf,Yes,,,,,,,No
