Document ID,Title,Researcher,Year,Issuer,Country,Source URL,Extracted Terms,Normalized Values,Values Referenced,Principles Mentioned,Downloaded,Source Group,Notes
D269,Top 10 Principles for Ethical Artificial Intelligence,Jobin,2017.0,UNI Global Union,Switzerland,https://unesdoc.unesco.org/ark:/48223/pf0000253952?form=MG0AV3,"Principles: Human dignity, human rights, fundamental freedoms, benefit and harm, autonomy, justice, responsibility.​

Values: Human dignity, human rights, fundamental freedoms, well-being, autonomy, justice, responsibility."," Human dignity, human rights, fundamental freedoms, well-being, autonomy, justice, responsibility.",,,N,Jobin,
D270,Toronto Declaration: Protecting the Right to Equality and Non-discrimination in Machine Learning Systems,Jobin,2018.0,Access Now; Amnesty International,Canada,https://www.accessnow.org/press-release/the-toronto-declaration-protecting-the-rights-to-equality-and-non-discrimination-in-machine-learning-systems/?form=MG0AV3,"Principles: Equality, non-discrimination, transparency, accountability, human rights due diligence, effective remedy, inclusivity, diversity, equity.​
Values: Equality, non-discrimination, human rights, inclusivity, diversity, equity.​"," Equality, non-discrimination, human rights, inclusivity, diversity, equity.​",,,N,Jobin,
D271,Towards an AI Strategy n Mexico: Harnessing the AI Revolution,Hinrichs,2018.0,"British Embassy in Mexico, Oxford Insights, C Minds",Mexico,Russian  AI Strategy,"Principles: Transparency, innovation, digital inclusion, AI governance, security, public trust, ethical AI, economic development, workforce adaptation, sustainability; Values: Social impact, responsible AI deployment, economic growth, competitiveness, knowledge sharing, inclusivity"," Social impact, responsible AI deployment, economic growth, competitiveness, knowledge sharing, inclusivity",,,N,Hinrichs,
D272,"Translation: Artificial Intelligence Law, Model Law v.1.0 (Expert Suggestion Draft)",Hinrichs,2023.0,Digichina,USA,AI Law Model Law vs. 1.0,"Principles: People-centered development, safety and security, openness and transparency, accountability, fairness and equality, environmental sustainability, promotion of innovation, international cooperation.​
Values: Human welfare, ethical responsibility, inclusivity, trust, ecological preservation, global collaboration."," Human welfare, ethical responsibility, inclusivity, trust, ecological preservation, global collaboration.",,,N,Hinrichs,
D273,Trusthworthy AI,Hinrichs,2025.0,nVidia,Taiwan,https://www.nvidia.com/en-us/ai-data-science/trustworthy-ai/?form=MG0AV3,"Privacy, safety and security, transparency, nondiscrimination",,,,N,Hinrichs,
D274,Trustworthy AI Framework,Hinrichs,2023.0,"Department of Veterans Affairs (VA), United States",USA,Trustworthy AI Framework,"Principles: purposeful, effective and safe, secure and private, fair and equitable, transparent and explainable, accountable and monitored; Values: trust, responsibility, transparency, equity, safety"," trust, responsibility, transparency, equity, safety",,,N,Hinrichs,
D275,"Twitter’s Machine Learning Ethics, Transparency, and Accountability (META) Team",Hinrichs,2021.0,X,USA,"https://blog.x.com/en_us/topics/company/2021/introducing-responsible-machine-learning-initiative
https://stemeducationjournal.springeropen.com/articles/10.1186/s40594-025-00527-5?form=MG0AV3
https://www.emerald.com/insight/content/doi/10.1108/jrim-05-2024-0237/full/html?form=MG0AV3
https://epjdatascience.springeropen.com/articles/10.1140/epjds/s13688-023-00445-y?form=MG0AV3","rinciples: Responsible algorithmic decisions, equity and fairness, transparency, user agency, ethical AI education, public perception analysis.
Values: Accountability, inclusivity, trust, empowerment, ethical responsibility."," Accountability, inclusivity, trust, empowerment, ethical responsibility.",,,N,Hinrichs,
D276,UAE’s National AI Strategy 2031,Hinrichs,2017.0,His Highness Sheikh Mohammed bin Rashid Al Maktoum Vice President and Prime Minister of the UAE and Ruler of Dubai,UAE,"https://preprodafd-staticcdn.mbzuai.ac.ae/mbzuaiwpdev01/2022/07/UAE-National-Strategy-for-Artificial-Intelligence-2031.pdf?form=MG0AV3
https://ai.gov.ae/strategy/?form=MG0AV3
","Principles: Innovation, collaboration, competitiveness, talent development, data infrastructure, governance.​
Values: Economic growth, technological leadership, human capital development, data-driven decision-making, ethical oversight."," Economic growth, technological leadership, human capital development, data-driven decision-making, ethical oversight.",,,N,Hinrichs,
D277,UNESCO’s Recommendation on the Ethics of AI,Hinrichs,2021.0,UNESCO,France,https://unesdoc.unesco.org/ark:/48223/pf0000381137?form=MG0AV3,"Respect for human rights and human dignity, living in peaceful just and interconnected societies, ensuring diversity and inclusiveness, environmental and ecosystem flourishing, proportionality and do no harm, safety and security, fairness and non-discrimination, sustainability, privacy and data protection, human oversight and determination, transparency and explainability, responsibility and accountability, awareness and literacy, multi-stakeholder and adaptive governance and collaboration",,,,N,Hinrichs,
D278,"Unified Ethical Frame for Big Data Analysis. IAF Big Data Ethics Initiative, Part A",Jobin,2014.0,The Information Accountability Foundation,USA,"https://bigdata.fpf.org/wp-content/uploads/2015/11/IAF-Unified-Ethical-Frame-for-Big-Data-Analysis.pdf?form=MG0AV3
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2510934&form=MG0AV3","Principles: Beneficial use, progressive development, sustainability, fairness, accountability, transparency.​
Values: Innovation, responsibility, trust, inclusivity, ethical governance."," Innovation, responsibility, trust, inclusivity, ethical governance.",,,N,Jobin,
D279,Universal Guidelines for Artificial Intelligence,Jobin,2018.0,The Public Voice,USA,https://www.caidp.org/universal-guidelines-for-ai/?form=MG0AV3,"Principles: Transparency, right to human determination, identification obligation, assessment and accountability obligation, public safety obligation, cybersecurity obligation, prohibition on secret profiling, fairness obligation, accuracy, reliability, and validity obligations, data quality obligation, public disclosure obligation, termination obligation.​
Values: Human rights, privacy, fairness, accountability, transparency, safety, security."," Human rights, privacy, fairness, accountability, transparency, safety, security.",,,N,Jobin,
D280,Universal Guidelines for Artificial Intelligence,Harvard,2018.0,Center for AI and Digital Policy (CAIDP),Belgium,Universal Guidelines for Artificial Intelligence,"Principles: transparency, accountability, human control, do no harm; Values: ethical responsibility, fairness, societal trust, human-centric development"," ethical responsibility, fairness, societal trust, human-centric development",,,N,Harvard,
D281,University of Sydney,Hinrichs,2024.0,Sydney Artificial Intelligence Centre,Australia,https://www.sydney.edu.au/engineering/our-research/data-science-and-computer-engineering/sydney-artificial-intelligence-centre.html,"advancing AI research, developing efficient AI models, addressing complex challenges, creating high-impact outcomes",,,,N,Hinrichs,
D282,University of Toronto AI Research Initiatives,Hinrichs,2025.0,University of Toronto,Canada,University of Toronto AI Research Initiatives,"Principles: fairness, accountability, transparency, privacy, human-centered AI, robustness, safety; Values: ethical responsibility, societal trust, innovation, human-centric development"," ethical responsibility, societal trust, innovation, human-centric development",,,N,Hinrichs,
D283,Updating Unity's guiding principles for ethical AI,Hinrichs,2023.0,Unity Technologies,USA,https://unity.com/blog/engine-platform/updating-unitys-guiding-principles-for-ethical-ai?form=MG0AV3,"Principles: Transparency, accountability, fairness, privacy, safety, inclusivity.​
Values: Trust, ethical responsibility, respect, diversity, innovation."," Trust, ethical responsibility, respect, diversity, innovation.",,,N,Hinrichs,
D284,Values for the Future: The Role of Ethics in European and Global Governance,Floridi,2021.0,European Group on Ethics in Science and New Technologies (EGE),EU,EGE Statements,"Principles: human-centered approach, inclusive deliberation, ethical considerations, proactive ethics, participatory governance, shared egalitarian future, democratic principles, justice, solidarity, defending democracy, combating socio-economic injustices; Values: European identity, ethical standards, societal values, fundamental rights"," European identity, ethical standards, societal values, fundamental rights",,,N,Floridi,
D285,Web Summit 2024,Hinrichs,2024.0,Web Summit in Lisbon,EU,https://websummit.com/blog/news/web-summit-2024-hosts-sold-out-event-with-record-breaking-71528-attendees,"Principles: artificial intelligence advancements, humanoid robotics, sustainability, ethical AI, automation, renewable energy, digital transformation, technological innovation, environmental responsibility, workforce adaptation Values: innovation, ethical responsibility, environmental stewardship, societal progress"," innovation, ethical responsibility, environmental stewardship, societal progress",,,N,Hinrichs,
D286,What Buddhism Can Do for AI Ethics,Hinrichs,2021.0,MIT Technology Review,China,What Buddhism Can Do for AI Ethics,"Principles: nonviolence, alleviation of suffering, interdependence, mindfulness, ethical intent; Values: compassion, ethical responsibility, societal well-being, harmony"," compassion, ethical responsibility, societal well-being, harmony",,,N,Hinrichs,
D287,What is AI Ethics,Hinrichs,2024.0,IBM,USA,"https://www.ibm.com/policy/trust-principles/?form=MG0AV3
https://www.ibm.com/think/topics/ai-ethics","IBM AI principles, data ownership, transparency and explainability, explainability, fairness, robustness, privacy, AI Ethics Board, trustworthy AI, augmenting human intelligence",,,,N,Hinrichs,
D288,White House Blueprint for an AI Bill of Rights (U.S.),Hinrichs,2022.0,White House,USA,"https://bidenwhitehouse.archives.gov/ostp/ai-bill-of-rights/?form=MG0AV3
https://data.aclum.org/wp-content/uploads/2025/01/OSTP_www_whitehouse_gov_ostp_ai-bill-of-rights.pdf?form=MG0AV3","Principles: Safety, effectiveness, non-discrimination, data privacy, transparency, human oversight.
Values: Civil rights, privacy, equity, accountability, trust."," Civil rights, privacy, equity, accountability, trust.",,,N,Hinrichs,
D289,White Paper: How to Prevent Discriminatory Outcomes in Machine Learning,Jobin,2018.0,"WEF, Global Future Council on Human Rights 2016-2018",Switzerland,https://www3.weforum.org/docs/WEF_40065_White_Paper_How_to_Prevent_Discriminatory_Outcomes_in_Machine_Learning.pdf?form=MG0AV3,"Principles: Active inclusion, fairness, right to understanding, access to redress.​
Values: Equality, non-discrimination, transparency, accountability, human rights."," Equality, non-discrimination, transparency, accountability, human rights.",,,N,Jobin,
D290,"Work in the Age of Artificial Intelligence. Four Perspectives on the Economy, Employment, Skills and Ethics",Jobin,2018.0,Ministry of Economic Affairs and Employment,Finland,https://julkaisut.valtioneuvosto.fi/handle/10024/160980?form=MG0AV3,"Human-centricity, transparency, fairness, responsibility, safety and security",,,,N,Jobin,
D291,World Council of Churches’ AI Ethics Statement,Hinrichs,2021.0,The World Council of Churches,Switzerland,https://oikoumene.org/resources/documents/statement-on-the-unregulated-development-of-artificial-intelligence?form=MG0AV3,"Values:
Human identity and uniqueness, ethical responsibility, global equality, human dignity, justice, accountability, environmental sustainability, social cohesion, peace

Principles:
Precautionary regulation, fairness and non-discrimination, transparency, accountability frameworks, international cooperation, UN engagement, ecumenical collaboration, theological reflection on AI ethics","
Human identity and uniqueness, ethical responsibility, global equality, human dignity, justice, accountability, environmental sustainability, social cohesion, peace

Principles:
Precautionary regulation, fairness and non-discrimination, transparency, accountability frameworks, international cooperation, UN engagement, ecumenical collaboration, theological reflection on AI ethics",,,N,Hinrichs,
